Organization Name,CrunchBase URL,Last Funding Date,Total Funding Amount,Stage,Industries,Headquarters Location,Description,CB Rank (Company),Website,Estimated Revenue Range,Top 5 Investors,Lead Investors,Twitter,LinkedIn,Number of Employees,Last Funding Amount,Founded Date
Voyage Foods,https://www.crunchbase.com/organization/voyage-foods,"Dec 18, 2025","$120,533,982",Not Started,"Consumer Goods, Food and Beverage, Sustainability","Oakland, California, United States","Voyage Foods is a food technology company making delicious, sustainable and accessible foods that are better for people and the planet.","10,413",https://www.voyagefoods.com/,$10M to $50M,"Valor Equity Partners, Collaborative Fund, SOSV, IndieBio, Social Impact Capital","Horizons Ventures, Level One Fund, UBS O'Connor",https://x.com/voyagefoods,https://www.linkedin.com/company/voyage-foods,11-50,"$3,250,000",Feb 2021
Destinus,https://www.crunchbase.com/organization/destinus-34d1,"Dec 18, 2025","€50,000,000",Not Started,"Aerospace, Autonomous Vehicles, Military, Software","Katwijk, Zuid-Holland, The Netherlands",Destinus is a vertically integrated European manufacturer of flying systems for civil and military uses.,"10,421",https://www.destinus.com/,—,"Commerzbank, Soma Capital, TA Ventures",Commerzbank,https://x.com/destinusaero,https://www.linkedin.com/company/destinus1,501-1000,"€50,000,000",2021
Blykalla,https://www.crunchbase.com/organization/blykalla,"Dec 18, 2025","$57,309,760",Not Started,"Clean Energy, CleanTech, Manufacturing, Nuclear","Stockholm, Stockholms Lan, Sweden","small modular reactors, clean energy, deep tech","10,590",https://www.blykalla.com/,—,"Oklo, EIC Accelerator, Armada Investment AG, Earth Venture Capital, Nucleation Capital","Armada Investment AG, EIC Accelerator, Norrsken Launcher, Oklo",,https://www.linkedin.com/company/blykalla/,11-50,"$50,000,000",Jan 2013
Manifold,https://www.crunchbase.com/organization/manifold-bb76,"Dec 18, 2025","$40,517,775",Not Started,"Artificial Intelligence (AI), Enterprise Software, Health Care, Life Science, Software","Newton, Massachusetts, United States",Manifold offers machine learning tools for analyzing operational data and supporting decision making in industrial and energy use cases.,"10,911",https://www.manifold.ai/,$10M to $50M,"Reach Capital, TQ Ventures, Industry Ventures, Calibrate Ventures, Western Technology Investment","Reach Capital, TQ Ventures, TTCER Partners",https://x.com/manifold_ai,https://www.linkedin.com/company/manifoldinc,101-250,"$18,000,000",2016
Paramify,https://www.crunchbase.com/organization/paramify,"Dec 18, 2025","$12,000,000",Not Started,"Compliance, Document Management, Document Preparation, Security, Software","Lehi, Utah, United States","Paramify is a software platform that automates the creation, management, and maintenance of security compliance and risk documentation.","12,273",https://www.paramify.com/,$1M to $10M,"Album VC, NEXT Frontier Capital, RevRoad, Moore Strategic Ventures, Frazier VC","Moore Strategic Ventures, RevRoad",https://x.com/LetsParamify,https://www.linkedin.com/company/paramify,11-50,"$12,000,000",2022
Snail Games,https://www.crunchbase.com/organization/snail-games,"Dec 18, 2025","$7,800,000",Not Started,"Developer Tools, Gaming, Video Games","Culver City, California, United States",Snail Games is proud to introduce to gamers an impressive collection of award winning free-to-play online games.,"12,274",http://snailgamesusa.com/,$50M to $100M,—,—,https://x.com/SnailGamesUSA,http://www.linkedin.com/company/446946,101-250,"$3,300,000",2000
Celularity,https://www.crunchbase.com/organization/celularity,"Dec 18, 2025","$410,000,011",Not Started,"Biotechnology, Health Care, Therapeutics, Wellness","Florham Park, New Jersey, United States",Celularity is a clinical-stage biotechnology company developing off-the-shelf placental-derived allogeneic cell therapies.,"14,062",https://www.celularity.com/,$10M to $50M,"Alumni Ventures, S32, Human Longevity, Heritage Group, Green D Ventures","Castor Ventures, Celgene, Philip Barach",https://x.com/celularity,https://www.linkedin.com/company/celularity,101-250,"$10,000,000",Sep 2017
ANNA,https://www.crunchbase.com/organization/anna-absolutely-no-nonsense-admin,"Dec 18, 2025","£59,000,000",Not Started,"Apps, Banking, Financial Services, FinTech","London, England, United Kingdom",ANNA is a Business Banking and Admin service.,"15,372",http://anna.money/,$10M to $50M,"Flashpoint, Eduard Panteleev",Flashpoint,https://x.com/ANNAMoneyUK,https://www.linkedin.com/company/annamoneyuk/,101-250,"£10,000,000","May 16, 2017"
NovoLINC,https://www.crunchbase.com/organization/novolinc,"Dec 18, 2025","$10,246,130",Not Started,"Nanotechnology, Semiconductor","Pittsburgh, Pennsylvania, United States",NovoLINC is a pioneering startup that provides thermal interface solutions.,"15,576",https://www.novolinc.com/,—,"TDK Ventures, Carnegie Mellon University, Hitachi Ventures, Foothill Ventures, Fathom Fund","Fathom Fund, M Ventures, TDK Ventures",,https://www.linkedin.com/company/novolinc,1-10,"$10,246,130",2024
Treace Medical Concepts,https://www.crunchbase.com/organization/treace-medical-concepts,"Dec 18, 2025","$387,900,000",Not Started,"Health Care, Medical, Medical Device","Ponte Vedra Beach, Florida, United States",Treace Medical Concepts is a privately-funded development stage company that specializes in foot and ankle surgical products.,"16,385",http://www.treace.com/,$100M to $500M,"SLR Capital Partners, CRG",SLR Capital Partners,https://x.com/treacemedical,https://www.linkedin.com/company/treace-medical-concepts-llc,251-500,"$175,000,000",2014
Those Vegan Cowboys,https://www.crunchbase.com/organization/those-vegan-cowboys,"Dec 18, 2025","€6,250,000",Not Started,"Alternative Protein, Food and Beverage, Food Processing, Nutrition","Zwijnaarde, Oost-Vlaanderen, Belgium",Those Vegan Cowboys is a dairy product producer that makes cow-less milk and cheese products.,"17,103",https://thosevegancowboys.com/,$1M to $10M,"EIT Food, Peter Frans Pauwels, Wouter Veenboer, Westland Kaas","EIT Food, Peter Frans Pauwels",,https://www.linkedin.com/company/those-vegan-cowboys-grassroots-bandits/,11-50,"€6,250,000",Jan 2020
Element Critical,https://www.crunchbase.com/organization/centralcolo,"Dec 18, 2025","$6,000,000",Not Started,"Information Services, Information Technology, Software","San Francisco, California, United States","Data centers that are carrier-neutral, network-rich, concurrently maintainable & available in a variety of deployment sizes & densities.","20,819",http://www.elementcritical.com/,$10M to $50M,"Arctos Sports Partners, Mercuria, 26North, Safanad",—,https://x.com/ElementCrit,https://www.linkedin.com/company/elementcritical/,11-50,—,2013
FoRx Therapeutics,https://www.crunchbase.com/organization/forx-therapeutics,"Dec 18, 2025","$109,448,506",Not Started,"Biotechnology, Life Science","Basel, Basel-Stadt, Switzerland",FoRx Therapeutics is a biotechnology company developing a new generation of cancer drugs focusing on novel DNA Replication Stress pathways.,"21,594",http://forxtherapeutics.com/,$1M to $10M,"EQT Life Sciences, Omega Funds, Pfizer, Pfizer Venture Investments, Novartis Venture Fund","EQT Life Sciences, M Ventures, Novartis Venture Fund, Omega Funds",https://x.com/FoRxTx,https://www.linkedin.com/company/forx-therapeutics/about/,11-50,"$50,000,000","Oct 1, 2019"
VIVLA,https://www.crunchbase.com/organization/vivla,"Dec 18, 2025","$106,754,909",Not Started,"Home Services, Real Estate, Real Estate Investment","Madrid, Madrid, Spain","Vivla offers second homeownership by helping people buy, own, and sell the fractions of the second home that fits their life.","21,677",https://www.vivla.com/,$10M to $50M,"Samaipata, FJ Labs, Bonsai Partners, Fasanara Capital, Andbank","Extension Fund, Fasanara Capital, Samaipata",https://x.com/Vivla_life,https://www.linkedin.com/company/vivlalife/,11-50,"€55,000,000",2021
Cosan Group,https://www.crunchbase.com/organization/chronic-care-management,"Dec 18, 2025","$46,526,241",Not Started,"Elder Care, Health Care, Information Technology, Medical Device, mHealth, Therapeutics","Moorestown, New Jersey, United States",Cosan is a preventative care coordination tool that helps physicians and healthcare systems.,"22,926",https://www.cosangroup.com/#about-us,$1M to $10M,"Ziegler Link-Age Funds, Generator Ventures, The Specialty Alliance, Arnold Whitman","Generator Ventures, Ziegler Link-Age Funds",https://x.com/cosangrp,https://www.linkedin.com/company/cosangroup,101-250,"$15,000,000",2014
Amphix Bio,https://www.crunchbase.com/organization/amphix-bio,"Dec 18, 2025","$13,752,906",Not Started,"Biotechnology, Nanotechnology, Product Research","Chicago, Illinois, United States",Amphix Bio is a biotechnology company that develops regenerative medicine therapies using a platform of supramolecular therapeutic peptides.,"24,917",https://www.amphixbio.com/,$1M to $10M,National Science Foundation,National Science Foundation,,https://www.linkedin.com/company/amphix-bio-inc,1-10,"$12,500,000",2019
NextFoods,https://www.crunchbase.com/organization/nextfoods,"Dec 18, 2025","$51,249,418",Not Started,"Biotechnology, Fitness, Food and Beverage, Food Processing","Boulder, Colorado, United States",NextFoods is a company that offers foods and juices that are good for digestion.,"26,193",https://nextfoods.net/,$10M to $50M,"Maveron, ECP Growth, 301","301, ECP Growth, Maveron",https://x.com/GoodBellyDrink,https://www.linkedin.com/company/nextfoodsinc,11-50,"$10,000,000",2006
Hulcan,https://www.crunchbase.com/organization/hulcan,"Dec 18, 2025","$150,000,000",Not Started,"Digital Marketing, E-Commerce, Retail","London, England, United Kingdom","Hulcan is a company that creates and manages cutting-edge media, e-commerce, retail, and fashion brands for a younger consumer base.","26,324",https://hulcan.com/,—,"Antler, Frasers Group, PagsGroup, Hermès International, LVMH Luxury Ventures",—,,https://www.linkedin.com/company/hulcan,11-50,"$150,000,000",1987
ÄIO,https://www.crunchbase.com/organization/%C3%A4io,"Dec 18, 2025","€10,878,000",Not Started,"Animal Feed, Biotechnology, Cosmetics, Food and Beverage","Tallinn, Harjumaa, Estonia","ÄIO develops sustainable alternatives to animal fats, palm and coconut oil.","31,369",https://aio.bio/,—,"Voima Ventures, Nordic Foodtech VC, 2C Ventures, Enterprise Estonia, EIS","2C Ventures, EIS, Enterprise Estonia, Nordic Foodtech VC, SmartCap, Voima Ventures",,https://www.linkedin.com/company/aio-bio/about/,11-50,"€1,200,000","Jan 17, 2022"
Club Employes,https://www.crunchbase.com/organization/club-employes,"Dec 18, 2025","€23,500,000",Not Started,"E-Commerce, Internet, Software, Web Hosting","Paris, Ile-de-France, France","Club Employes is an innovative web platform that offers hundreds of products, services at reduced prices to employees of French companies.","32,294",https://club-employes.com/,$1M to $10M,"Bpifrance, MAIF Avenir, Verto","Bpifrance, MAIF Avenir, Verto",,https://www.linkedin.com/company/club-employ%C3%A9s/,251-500,"€15,000,000",2017
America's Car-Mart,https://www.crunchbase.com/organization/americas-car-mart,"Dec 18, 2025","$1,772,400,000",Not Started,"Automotive, Communities, E-Commerce, Financial Services, Payments","Bentonville, Arkansas, United States","America’s Car-Mart is a vehicle retail and finance company that sells pre-owned cars, trucks, and SUVs and provides in-house auto financing.","36,391",https://www.car-mart.com/,$1B to $10B,"Silver Point Capital, L.P.","Silver Point Capital, L.P.",https://x.com/AmericasCarMart,http://www.linkedin.com/company/america%27s-car-mart-inc.,1001-5000,"$161,300,000",1981
Cordulus,https://www.crunchbase.com/organization/cordulus,"Dec 18, 2025","€12,700,000",Not Started,"Agriculture, AgTech, Construction, Information Technology","Aarhus, Midtjylland, Denmark","Weather Stations, Weather Forecast, Weather Network, Big Data, Machine Learning, and Data","36,418",https://www.cordulus.com/,$1M to $10M,"Delphinus Venture Capital, Rockstart, Danish Agro, Pajbjergfonden","Danish Agro, Delphinus Venture Capital",https://x.com/fieldsenseapp,https://www.linkedin.com/company/cordulus/,11-50,"€6,800,000","Sep 25, 2014"
Certified Flux Solutions,https://www.crunchbase.com/organization/certified-flux-solutions,"Dec 18, 2025","$7,000,000",Not Started,"Manufacturing, Mineral, Mining","Morgantown, Kentucky, United States",Certified Flux Solutions is a producer of customer-specific flux blends.,"36,787",https://www.certifiedflux.com/,$1M to $10M,TAB Bank,TAB Bank,,https://www.linkedin.com/company/certified-flux-solutions-llc,11-50,"$7,000,000",2010
Oishii,https://www.crunchbase.com/organization/oishii-farm,"Dec 18, 2025","$219,535,078",Not Started,"Agriculture, AgTech, Farming","Jersey City, New Jersey, United States",Oishii is a vertical farming company that grows fruit in an indoor vertical farm at commercial scale.,"36,839",https://oishii.com/,$100M to $500M,"Sony Innovation Fund, Mizuho Bank, Miyako Capital, McWin Partners, CTBC Bank","Asahi Kogyosha, Mirai Creation Fund, NTT, Resilience Reserve",https://x.com/oishii_berry,https://www.linkedin.com/company/oishiiberry/,251-500,—,2016
Freaks of Nature,https://www.crunchbase.com/organization/freaks-of-nature,"Dec 18, 2025","$7,890,000",Not Started,"Beauty, Cosmetics, Wellness","New York, New York, United States",Freaks of Nature is a skincare company that offers skincare products formulated for outdoor athletes.,"37,081",https://freaksofnature.com/,—,"Squared Circles, Morrison Seger Venture Capital Partners",Squared Circles,,https://www.linkedin.com/company/freaks-of-nature-skin/,1-10,"$2,490,000",2024
Flight Science,https://www.crunchbase.com/organization/flight-science,"Dec 18, 2025","$7,000,000",Not Started,"Aerospace, Artificial Intelligence (AI), Software","Los Angeles, California, United States",Flight Science provides an AI-enabled flight optimization platform for airlines.,"37,458",https://www.flightscience.ai/,—,"Outsiders Fund, PAR Capital Management",Outsiders Fund,,https://www.linkedin.com/company/flight-science,1-10,"$5,500,000","Mar 25, 2024"
Delfi Diagnostics,https://www.crunchbase.com/organization/delfi-diagnostics,"Dec 18, 2025","$364,833,315",Not Started,"Artificial Intelligence (AI), Biotechnology, Health Care, Health Diagnostics, Medical","Baltimore, Maryland, United States","Delfi Diagnostics detects cancer early, when it is most curable, using high precision non-invasive blood tests.","38,576",https://delfidiagnostics.com/,$10M to $50M,"Menlo Ventures, DFJ Growth, Eli Lilly, Point72, Samsara BioCapital","DFJ Growth, Menlo Ventures, OrbiMed",https://x.com/delfidiagnostic/,https://www.linkedin.com/company/delfi-diagnostics/,101-250,"$34,333,315",2019
